timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1736279139538,91,put_character,200,OK,Thread Group 1-31,text,true,,265,221,91,91,http://localhost:3001/character/82,91,0,0
1736279139615,17,post_character,200,OK,Thread Group 1-79,text,true,,264,220,91,91,http://localhost:3001/character,17,0,0
1736279139613,20,put_character,200,OK,Thread Group 1-94,text,true,,265,221,91,91,http://localhost:3001/character/34,20,0,0
1736279139539,95,put_character,200,OK,Thread Group 1-71,text,true,,265,221,91,91,http://localhost:3001/character/14,95,0,0
1736279139624,12,delete_character,200,OK,Thread Group 1-91,text,true,,249,183,91,91,http://localhost:3001/character/14,12,0,0
1736279139531,107,delete_character,200,OK,Thread Group 1-9,text,true,,249,182,91,91,http://localhost:3001/character/6,107,0,0
1736279139622,18,put_character,200,OK,Thread Group 1-81,text,true,,265,221,91,91,http://localhost:3001/character/45,18,0,0
1736279139535,107,delete_character,200,OK,Thread Group 1-11,text,true,,249,183,91,91,http://localhost:3001/character/87,107,0,0
1736279139627,15,delete_character,200,OK,Thread Group 1-73,text,true,,249,183,90,90,http://localhost:3001/character/14,15,0,0
1736279139529,115,post_character,200,OK,Thread Group 1-90,text,true,,265,221,90,90,http://localhost:3001/character,115,0,0
1736279139629,17,delete_character,200,OK,Thread Group 1-31,text,true,,249,183,90,90,http://localhost:3001/character/22,17,0,0
1736279139518,129,delete_character,200,OK,Thread Group 1-92,text,true,,249,183,88,88,http://localhost:3001/character/74,129,0,0
1736279139629,20,put_character,200,OK,Thread Group 1-32,text,true,,265,221,88,88,http://localhost:3001/character/49,20,0,0
1736279139486,165,post_character,200,OK,Thread Group 1-13,text,true,,265,221,88,88,http://localhost:3001/character,165,0,0
1736279139632,21,put_character,200,OK,Thread Group 1-79,text,true,,265,221,85,85,http://localhost:3001/character/39,21,0,0
1736279139634,20,delete_character,200,OK,Thread Group 1-71,text,true,,249,183,85,85,http://localhost:3001/character/16,20,0,0
1736279139638,18,delete_character,200,OK,Thread Group 1-94,text,true,,249,183,84,84,http://localhost:3001/character/86,18,0,0
